id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long
5243,2016-01-11,564404.51,6,2,1384,2934,3,1,4,1,4,1269,1707,1987,2007,98003,47.72145287240727,-122.1521276444487
5244,2004-06-29,547304.25,4,6,2542,1348,2,1,1,5,2,1668,1042,1979,0,98010,47.439888178866305,-121.94829599347584
5245,1995-01-14,337635.13,2,1,3472,9522,3,1,1,1,12,3300,337,1989,0,98008,47.65000499296866,-121.60317276641892
5246,1956-08-22,405700.72,8,1,3670,1172,1,1,3,5,6,2762,322,1954,0,98003,47.00136280113356,-122.59153084622753
5247,1976-09-27,658104.42,5,1,4322,8382,2,0,0,2,12,2477,169,1908,0,98004,47.64579848677408,-121.72845690819075
5248,2022-08-27,392652.64,5,2,3842,7671,3,1,2,3,9,1874,918,1946,1980,98002,47.15454395218443,-122.49313841375233
5249,2007-02-19,592888.33,5,5,2159,6418,1,0,4,5,4,2376,44,1975,1985,98009,47.69542540764147,-122.20140775849883
5250,1981-08-26,416521.71,7,6,1606,9898,3,0,2,5,4,542,1528,1925,1943,98008,47.79393798768609,-121.9008857943249
5251,1970-04-01,596982.71,4,6,1175,7743,2,0,4,4,8,3765,1321,1961,0,98008,47.00139778635052,-122.37880702432608
5252,1971-04-20,626955.47,8,1,1333,7097,1,0,0,4,7,965,1460,1953,2020,98008,47.19708282209462,-121.77950621305823
5253,2006-03-07,541296.46,4,6,3927,7943,2,1,3,2,12,3341,265,2006,0,98001,47.75464129789332,-122.49134148808847
5254,2020-07-03,429686.63,8,4,2003,3304,3,1,4,4,4,4053,1910,1953,2014,98007,47.18422530470337,-122.06735547541943
5255,2022-05-01,481684.66,2,3,2669,6064,1,0,3,3,4,4126,717,2002,0,98004,47.25226158056346,-121.64176999454266
5256,2016-02-24,434189.66,2,5,3669,1303,2,0,1,5,13,3880,477,2016,0,98007,47.598023519236406,-121.67380319943575
5257,2024-01-25,621316.27,2,4,2928,1588,2,1,3,5,13,1363,759,2016,2018,98005,47.73193500204966,-121.89188017964256
5258,2016-05-01,571980.27,2,5,2796,6447,3,0,1,2,6,4431,98,2001,0,98004,47.50422429536163,-122.12444750371549
5259,1953-04-27,623025.82,1,3,4437,5112,2,0,0,3,3,1944,1526,1945,1967,98005,47.47334057116818,-122.59635917231253
5260,2012-11-11,328244.81,8,1,3372,2544,1,0,4,2,7,1016,1153,1992,0,98009,47.50380236626071,-122.27508233920771
5261,2016-02-20,519910.99,5,3,4864,8012,3,1,1,2,6,1277,212,2015,0,98010,47.39352373481064,-121.89798527036456
5262,1988-11-17,660926.38,5,3,4061,3107,1,1,1,1,9,912,572,1976,0,98003,47.62429894785009,-122.51108427606356
5263,2020-02-17,493143.79,5,1,4165,7900,3,1,0,2,6,3889,5,2006,0,98002,47.58040560167471,-122.45729082576017
5264,1991-08-06,632541.76,3,4,2764,3126,2,1,2,5,13,774,1385,1954,0,98008,47.37608895715628,-121.92256476766747
5265,1978-10-26,612026.61,7,4,2710,8842,2,0,2,2,7,649,676,1957,0,98004,47.70099837329813,-121.78824661159912
5266,2014-05-20,735499.21,7,6,2435,2506,2,1,2,2,7,4362,1598,1984,0,98002,47.12949301916058,-122.16884658156292
5267,2023-06-21,407741.73,8,5,4166,4564,3,0,4,1,10,1842,503,1998,0,98006,47.77218487541315,-122.10827873142789
5268,1940-03-22,625602.14,6,1,2996,7906,2,1,3,2,4,716,1090,1922,0,98006,47.66098218308903,-121.60569107227784
5269,2017-07-15,359360.74,6,5,1662,7423,3,1,2,5,3,3638,603,2015,0,98007,47.39088747137072,-122.32314829056459
5270,1991-08-02,417986.76,4,4,1028,1752,1,1,1,1,8,3656,1462,1965,1966,98002,47.004600796436954,-122.4055259519686
5271,1950-03-23,452587.14,7,2,3428,9497,3,0,1,2,10,651,1820,1946,0,98002,47.66539968323993,-121.62829024412233
5272,1971-10-05,437004.28,4,6,4494,4985,3,1,0,4,13,2134,1357,1957,1984,98003,47.28528604974791,-121.69471991606854
5273,2023-10-26,446740.13,2,4,3030,5952,2,0,4,1,9,1867,705,2022,0,98004,47.68321782389162,-121.66992484216294
5274,1994-12-12,499122.37,4,6,1722,3788,3,0,0,5,1,2171,720,1958,0,98006,47.39887680235495,-121.62457739265867
5275,1987-09-03,536553.99,5,6,4484,8191,1,0,3,2,3,1047,1787,1960,1969,98003,47.48372300615842,-122.25436632762002
5276,2022-03-07,464734.79,7,5,936,3436,2,1,1,3,3,1132,1635,2021,0,98009,47.791193777602295,-122.54990203816091
5277,2004-04-25,575096.82,1,2,1900,6865,2,0,1,1,4,4252,981,1996,2016,98001,47.12339536090684,-122.49139213481035
5278,1998-06-19,401298.87,7,4,2862,2217,1,1,1,3,11,4385,160,1915,0,98004,47.237649432349926,-122.58163083350722
5279,1994-04-01,388368.25,2,4,3583,6420,2,1,1,4,2,3908,530,1992,0,98001,47.26088421677112,-121.96710357444645
5280,1980-03-16,390060.78,7,6,2660,9616,3,1,0,5,1,531,726,1971,0,98006,47.514823571308234,-121.65928990120064
5281,1992-06-11,540892.18,6,6,2015,2786,1,0,4,3,11,2296,1164,1927,0,98002,47.04486868674368,-122.22144694807822
5282,2013-11-05,512411.52,8,6,2068,3629,2,0,2,3,3,3024,321,1932,0,98002,47.43213181665062,-121.92254075393302
5283,2017-11-07,437939.03,1,1,4204,4718,2,1,3,1,13,1468,672,1942,0,98001,47.12355721328445,-121.87858492188536
5284,1962-09-28,508622.7,2,3,4501,5610,3,0,0,3,3,714,7,1911,0,98001,47.26617411565278,-122.1094244877922
5285,1961-05-24,534942.41,5,5,2847,9155,1,1,2,1,1,2962,2,1917,1954,98007,47.47177019358769,-121.89686591483387
5286,1960-11-13,530966.48,3,1,3530,5476,2,1,1,1,6,1183,956,1932,0,98004,47.34979295339734,-122.45888711092091
5287,1973-02-26,435886.8,8,1,2660,2927,3,0,3,4,2,2998,1816,1949,0,98010,47.664287913688085,-122.52672931849158
5288,1954-12-12,365069.45,3,4,1142,2110,1,1,1,1,4,3801,714,1938,0,98001,47.55614421539533,-121.6403881122991
5289,2014-11-08,548959.39,4,1,2572,4855,1,1,1,4,6,4302,537,1982,0,98001,47.15029230890745,-122.30744613727103
5290,2006-03-27,567662.23,8,5,4743,3076,3,1,3,1,11,2024,1997,1981,0,98004,47.621003784609364,-122.13154447533856
5291,2002-09-04,654674.61,1,4,2322,3822,1,0,0,4,5,2938,707,1960,1975,98009,47.047176817884846,-122.58689727563683
5292,1986-09-30,462587.54,8,4,1779,9166,1,0,1,3,6,3318,1628,1927,0,98005,47.644262949518335,-121.88128881486752
5293,2024-08-18,478787.33,7,3,3988,9018,2,0,2,4,7,3045,150,2024,0,98004,47.08068656972095,-122.24406592727924
5294,1993-07-14,432395.79,6,1,1883,4383,2,0,3,5,12,4108,1717,1992,2003,98004,47.3811036226047,-122.4424412059828
5295,1972-06-22,510261.98,7,5,3930,2464,2,1,3,1,3,1817,1792,1908,1948,98001,47.45086364983474,-121.78985762360664
5296,2004-01-12,536003.92,5,4,3050,8755,1,1,0,4,11,2765,1008,2001,0,98007,47.512058980193146,-122.42484658722074
5297,2010-07-22,375522.39,6,4,3528,8240,2,1,3,1,10,774,1466,1993,0,98005,47.18071672502665,-122.41423731064634
5298,2015-12-08,622259.83,6,5,4454,8896,2,1,3,4,4,3067,918,2011,2021,98001,47.36559620460064,-121.68126275245672
5299,2002-01-04,414062.59,7,3,4307,9999,2,0,4,5,12,1372,28,1923,0,98010,47.20235495760269,-122.31587693306886
5300,2005-05-11,440120.41,5,2,3335,4722,3,1,1,1,12,3703,645,1925,0,98007,47.700908573881684,-122.50790403784274
5301,2022-12-05,430846.71,8,4,1377,7229,1,1,1,1,10,4263,1090,2022,0,98004,47.68859381007801,-121.7158505885692
5302,1918-10-28,495369.88,7,4,4162,1823,3,0,4,2,3,3983,1697,1907,1925,98010,47.47837699616732,-122.54157686926132
5303,1988-03-17,560733.8,4,1,3119,4305,1,0,3,1,13,1123,138,1953,0,98006,47.32237433179609,-122.17627606534592
5304,1970-11-25,475279.92,8,3,1527,1530,3,1,1,4,3,1447,661,1932,0,98007,47.64836324291043,-122.47720752003993
5305,1966-11-06,402575.6,7,6,4190,6124,1,1,1,1,2,2083,855,1902,0,98004,47.10171405655009,-122.51894892638992
5306,2010-03-10,564539.13,2,5,4023,3764,1,1,1,5,12,2744,165,1991,0,98008,47.52736933622451,-122.34186466804503
5307,2023-09-30,710036.69,5,4,1479,6441,3,1,1,4,12,2075,1168,2020,0,98008,47.74876010182529,-122.08718937142727
5308,2022-11-12,587456.99,8,6,3907,3988,3,1,3,1,8,3525,1798,2020,2024,98010,47.53950131662962,-121.61110104048748
5309,1997-07-16,544814.86,5,3,2207,5833,2,1,4,5,12,2725,1427,1963,1967,98009,47.71230357869561,-122.13885289703144
5310,1922-10-15,569827.99,1,4,1015,3354,2,1,2,3,7,2091,980,1900,0,98001,47.24837530378817,-122.49756782411744
5311,2020-03-20,571890.66,5,6,1107,3667,1,0,0,3,9,670,1860,2019,2019,98005,47.48781565053496,-122.41888396498084
5312,2021-12-22,493343.91,7,2,2899,5947,3,1,2,5,5,2039,719,2020,0,98002,47.76735057388667,-122.12555005663448
5313,2011-05-17,526558.87,3,5,2733,6447,1,0,2,5,10,3763,1118,1955,0,98009,47.49580101550356,-122.11906750445418
5314,2005-06-28,446673.37,5,1,3709,8412,2,1,3,3,1,922,95,1986,0,98009,47.3563264984668,-121.8052949906418
5315,2022-03-09,396345.3,8,5,3057,4715,3,0,1,2,6,3652,755,1926,2021,98007,47.33711622290592,-121.88899614492007
5316,2000-10-21,366262.28,5,2,3167,6370,3,1,4,5,5,3619,266,1989,0,98008,47.49721807405388,-122.34888700033633
5317,2010-05-04,449222.58,4,4,3187,1462,3,1,3,5,12,1079,1482,2004,0,98004,47.410046283683805,-122.08041922869644
5318,1994-01-09,468006.16,8,3,1403,6137,3,1,0,1,4,2858,1751,1967,0,98003,47.53395883632919,-121.61215101331017
5319,1999-11-04,584419.02,5,6,2909,5129,2,1,4,3,5,1147,1537,1903,0,98008,47.40768169396378,-122.11595447988809
5320,2011-08-24,350564.31,4,5,4043,9078,3,1,2,2,4,3659,1150,1982,2010,98010,47.50543670901626,-121.62123238664223
5321,2008-11-21,495506.28,4,4,1996,8619,1,1,4,1,11,3114,1338,1942,0,98002,47.38065943056985,-122.3734236680763
5322,2023-03-16,409292.03,1,2,3931,8366,2,1,4,5,3,793,1432,2023,0,98008,47.062762525201386,-122.32424501724722
5323,1968-08-25,390604.13,1,6,3797,8580,3,1,0,4,4,3076,1640,1915,0,98001,47.23083549432432,-122.18330896340062
5324,2014-12-01,378762.29,2,3,4275,2409,3,0,4,1,3,3537,1800,1995,0,98009,47.50780283851498,-122.0348685341534
5325,1993-05-02,517297.72,6,6,3908,9453,3,0,1,5,10,3534,808,1954,0,98004,47.40392242812446,-122.02162365365693
5326,2001-05-21,741046.04,4,5,4804,1007,2,0,1,5,1,1702,1401,1966,0,98002,47.71246074115967,-121.93556647786905
5327,2012-03-24,446533.53,2,2,3077,6379,2,0,1,3,10,1818,1428,1930,0,98002,47.1032438984739,-121.7983310397337
5328,2022-05-23,385649.82,1,4,2287,9584,2,1,3,3,4,2396,1634,1923,0,98010,47.61422992559578,-122.39207198599918
5329,2023-11-07,596035.26,7,4,2959,7694,1,1,2,4,13,1410,1577,1999,0,98003,47.63543795754669,-122.08164779940405
5330,1988-10-24,484927.62,7,2,1575,3682,2,1,4,4,7,3800,145,1954,0,98010,47.39018652549599,-121.63725942608208
5331,2014-02-03,493300.94,1,6,2102,2118,3,1,3,1,13,1363,1760,1944,0,98006,47.215946221474866,-122.46296765502109
5332,2024-04-08,552201.44,3,3,3804,2615,2,1,4,3,11,1335,1853,1974,2023,98007,47.112966396375214,-122.38023767107848
5333,2000-02-08,452894.29,2,3,4536,9618,1,1,0,3,6,948,13,1945,1958,98007,47.55025404225703,-122.05420611008849
5334,2006-10-23,559928.04,4,5,1242,5778,1,1,0,1,9,1932,329,1945,1951,98005,47.34598165641163,-122.39909312289792
5335,2024-05-31,494892.35,5,1,2785,3346,3,0,3,5,1,3666,1954,2024,0,98010,47.747357164084335,-122.43531718990383
5336,1998-11-23,475552.61,5,1,4819,2759,3,1,1,5,13,987,1357,1953,0,98010,47.13595811887954,-122.14272417435491
5337,1951-01-04,442370.57,1,3,4627,4532,2,1,1,1,9,824,241,1937,0,98010,47.13817009805103,-122.35238380612239
5338,2012-03-24,482352.32,4,4,1316,8928,2,0,4,3,13,1023,156,2002,0,98003,47.09163831292116,-122.30140101371677
5339,2002-05-29,322820.6,1,4,1576,4637,2,1,2,2,5,1936,1537,1945,2020,98009,47.45232677664017,-121.9777583061621
5340,1934-07-23,428509.11,4,3,2640,1719,1,0,1,5,3,2421,386,1920,1996,98004,47.21366945516927,-122.00635205330981
5341,2018-01-21,413117.57,5,6,2418,9616,1,1,2,4,8,1861,1391,1969,0,98006,47.54578069093069,-121.69501878125917
5342,2022-09-30,431692.7,8,6,1832,1815,2,1,1,2,5,1796,1211,1945,0,98006,47.314977099266706,-122.41870189360797
5343,2020-10-07,473538.23,4,6,2536,4193,1,1,4,1,1,1500,1201,2001,0,98009,47.244675269953646,-121.60609119016925
5344,2005-12-21,488836.76,3,1,2857,3307,2,0,2,3,3,3041,1387,2004,0,98003,47.152328263504515,-121.7573103418327
5345,1947-10-22,514816.48,6,5,1476,7238,2,0,3,2,8,1124,797,1943,0,98007,47.30456534852563,-121.924257067159
5346,2017-10-30,446320.03,8,5,2655,8439,3,0,4,4,11,3622,1007,1998,0,98004,47.42355410412935,-121.88555445858348
5347,2003-05-27,523146.22,6,4,3511,3177,1,0,3,1,7,1784,981,1972,0,98003,47.59837042539135,-121.67741043394956
5348,2021-08-20,555822.22,6,3,4409,9811,2,0,1,5,8,4143,1770,1984,0,98007,47.528714813845895,-121.61335369079974
5349,2023-07-02,483450.1,5,4,3412,6495,3,0,1,5,2,2679,1029,2018,2022,98008,47.518816855648986,-122.31613505071418
5350,2017-04-27,574112.34,5,1,3491,7204,3,0,4,4,3,1588,1341,2004,2023,98007,47.72104942301548,-121.80126920177089
5351,1985-01-08,524613.12,4,3,4143,3657,3,1,2,3,2,2749,910,1920,0,98009,47.47061616406906,-122.51710291310502
5352,2023-08-18,716473.54,4,6,2058,1424,3,1,2,4,4,3272,23,1949,1956,98005,47.42423927606069,-121.90775174630411
5353,2024-02-01,505408.52,6,4,2641,3475,2,0,4,5,7,1227,550,2011,0,98006,47.431915470216595,-122.5826285219117
5354,1958-09-09,380332.1,4,4,1256,8689,2,0,2,1,11,3322,135,1905,2022,98009,47.62038458077175,-121.83406381036333
5355,2022-08-26,465949.9,5,1,1402,7009,1,0,3,5,13,1636,691,1962,0,98003,47.198629517388795,-122.45595630218759
5356,1996-12-27,457319.75,5,4,4705,2557,1,1,1,5,8,1447,1610,1970,0,98003,47.60632168466184,-121.7477505081286
5357,2022-09-11,409396.97,6,2,4935,5686,1,1,0,3,12,3906,1467,1982,0,98002,47.4658671985782,-121.82710767155461
5358,2013-11-28,685013.27,3,2,4839,6984,1,1,1,2,12,3704,1093,1980,0,98009,47.045304403281165,-122.20611208233218
5359,2006-01-30,448717.29,4,2,3938,8269,1,1,2,5,6,3096,1337,1907,1943,98002,47.1029888509179,-121.67124206406726
5360,2022-05-10,447032.18,8,5,4215,4996,2,0,4,4,6,1372,1102,2008,0,98003,47.14139125277567,-122.5930990158798
5361,1990-12-10,407429.55,7,4,3083,2117,3,1,3,1,5,1652,1810,1982,0,98003,47.523059927096135,-121.71012033416527
5362,1989-02-28,485844.27,7,2,939,4536,3,1,0,5,6,4007,1562,1922,0,98006,47.44158915818081,-121.84558678837558
5363,2007-06-09,464844.74,4,5,3841,1667,3,0,0,4,13,2725,840,1949,2012,98006,47.26059226244911,-121.92930092102701
5364,1979-10-19,600763.56,4,1,1081,9435,1,1,4,4,12,2602,1373,1932,0,98009,47.645206282096,-122.27755765746204
5365,2022-11-25,438831.05,8,1,1163,3965,3,0,4,3,6,2361,814,1981,0,98007,47.23249238859496,-122.01856511619694
5366,1983-07-10,396002.09,2,5,1589,5791,3,1,3,2,12,2806,992,1934,0,98002,47.47587787987642,-121.9872124437118
5367,1998-01-25,340205.39,4,5,1129,3891,1,1,4,4,13,2491,251,1974,0,98006,47.49757698372921,-121.65682834127523
5368,2024-10-09,411647.21,2,6,931,1858,2,1,1,3,13,2240,1263,2013,0,98005,47.595263678076655,-122.30549907149073
5369,1936-05-16,589865.38,1,6,1415,5462,3,1,4,5,4,2230,1381,1908,2006,98001,47.70639957772841,-122.2872874151212
5370,2003-10-18,499806.86,4,5,3793,9655,2,0,0,3,8,701,1881,1961,0,98007,47.196962817122454,-121.99215853923856
5371,2014-11-23,431195.12,6,1,3647,2234,1,1,0,2,7,3048,1135,2014,0,98009,47.17920749372911,-122.29008484308116
5372,1929-06-13,528482.75,2,1,4983,2827,3,0,2,1,5,2959,391,1904,0,98008,47.272746344849054,-122.09475644192601
5373,2004-08-12,420329.23,8,1,3475,1235,1,0,1,3,2,2141,595,1969,0,98009,47.000744971522195,-122.15116379331563
5374,1967-10-28,360237.67,2,4,2888,4289,3,1,4,2,2,1235,1581,1931,0,98004,47.77167355293158,-122.41773980852821
5375,1955-05-23,422094.55,5,1,4694,6964,3,1,2,5,12,1698,528,1930,0,98007,47.47510277641857,-122.03112746228511
5376,1994-07-29,714842.65,8,5,4085,4744,3,1,2,4,11,1811,1491,1920,0,98003,47.65698290195385,-122.1163282351576
5377,2021-07-22,539360.29,6,4,2702,4530,1,1,2,1,1,948,558,2020,0,98001,47.344506471099145,-121.67502272884138
5378,2009-06-27,537334.83,4,2,3251,8807,1,0,0,1,8,3122,1061,1999,0,98008,47.148942958338026,-122.56095504478328
5379,1964-10-20,603739.11,3,2,4881,9816,2,0,2,5,2,3816,1647,1914,0,98004,47.37796663481427,-122.4706750890138
5380,2020-04-11,595973.96,4,3,3238,3402,2,0,0,2,8,665,1830,2019,2021,98009,47.489538351849085,-121.70523871687568
5381,1963-05-31,418769.11,7,1,991,3687,2,0,4,3,6,1800,106,1930,0,98007,47.71406260380944,-121.86742102627747
5382,2024-07-31,530204.67,5,3,2139,4147,3,1,3,2,13,1753,1593,2024,2024,98003,47.7077291849474,-121.67200520449214
5383,2017-10-08,487715.18,1,3,4606,7690,2,1,1,2,3,4301,1055,1986,0,98008,47.76261904533727,-122.15243007697472
5384,1956-02-29,100000.0,4,1,4889,5419,1,1,2,5,7,1214,1867,1950,0,98002,47.02190880173237,-122.47532401095692
5385,1961-02-04,479339.05,1,1,4342,6268,1,0,0,5,13,4207,417,1944,0,98006,47.11886469366245,-122.34384196835727
5386,2021-10-29,392939.24,8,5,3661,3136,2,0,0,5,5,4236,943,1985,0,98002,47.1373712143921,-122.21172010612271
5387,1962-07-29,507932.92,4,4,4570,8463,3,1,4,5,7,3848,1618,1902,1927,98010,47.690273336580546,-122.53158349000343
5388,1974-09-01,412539.96,5,3,2037,6056,2,0,4,2,12,731,601,1933,2000,98003,47.342838805489485,-121.68407543651544
5389,2020-09-28,665446.58,8,4,2619,4807,3,1,3,2,3,3242,400,2003,0,98007,47.689760427480884,-122.47835990729658
5390,1990-05-21,456363.06,1,6,1101,5281,1,0,3,1,3,2884,410,1926,0,98005,47.65619062754212,-122.19920652635537
5391,2006-07-07,501605.0,4,5,916,7089,2,0,1,2,3,3825,130,1937,1986,98004,47.361113970318186,-122.41177785789198
5392,2010-12-24,479876.67,6,3,4025,1386,3,1,2,5,8,1895,651,1996,2004,98009,47.63813870726234,-122.09404201581225
5393,2019-12-25,583325.1,5,3,1526,7057,2,1,1,2,4,1126,1685,2014,0,98009,47.579868851246324,-122.43499503436789
5394,1997-11-17,437234.12,8,6,4985,9938,2,0,1,2,13,4023,1876,1913,0,98007,47.10096440639162,-122.5687100956913
5395,2012-11-03,376066.76,7,1,2920,1950,2,0,0,5,6,3876,1451,1994,0,98007,47.07336030657817,-122.43873425615199
5396,1968-05-30,371952.07,2,1,4701,7968,2,1,3,2,10,2736,1615,1923,0,98005,47.659071192216715,-121.99183453677905
5397,1969-12-16,389337.42,1,2,3368,6112,2,0,0,1,4,1495,134,1928,2004,98005,47.05802879784253,-122.20866043572586
5398,2005-04-04,439041.05,2,4,1201,8856,3,1,0,2,5,4091,419,2004,0,98009,47.75531940660093,-121.94367321876288
5399,1966-04-19,524852.9,6,5,2153,7980,3,0,3,2,12,3921,1945,1905,0,98006,47.08980566700452,-121.67708240175882
5400,2024-03-31,334893.44,3,5,2761,1131,2,1,1,4,4,2137,1624,2024,0,98002,47.047501226075475,-121.73054130385677
5401,1989-07-16,426508.56,7,6,891,3556,3,1,0,4,4,2656,1150,1912,0,98010,47.03824230049835,-122.28963521388178
5402,2003-06-17,494786.65,1,4,3796,3470,3,1,3,5,9,835,575,1954,0,98005,47.7470237465384,-122.09973619543511
5403,1979-02-07,433673.69,4,6,4250,5707,3,1,2,3,5,1702,668,1955,0,98007,47.38993292620997,-121.62474818948807
5404,2008-01-15,542156.08,2,4,1248,7803,3,1,4,2,7,4324,898,1902,0,98006,47.755861938142914,-122.58410231518235
5405,1974-05-21,550159.06,6,1,3262,9954,3,1,0,1,6,2338,644,1949,0,98001,47.56683643467871,-122.57275085453067
5406,2010-10-30,494078.3,8,3,4222,7785,1,0,4,2,4,974,1951,1959,2017,98006,47.32962399052997,-122.1920902233581
5407,1964-09-07,726207.43,4,6,2264,4459,2,0,2,3,9,937,651,1929,0,98001,47.31438520886711,-121.68247139057164
5408,1998-01-10,576981.68,5,1,2445,6275,2,1,2,5,4,1990,814,1978,0,98009,47.791350419436505,-122.09114092640833
5409,1998-02-26,650890.72,6,1,3508,4373,3,1,1,3,7,4195,1011,1952,0,98004,47.778000456172734,-121.780003323863
5410,2007-02-14,502647.48,2,5,2842,2608,3,1,2,5,6,4098,420,1992,0,98001,47.48330516524327,-122.39136731992636
5411,2024-05-16,496813.35,7,5,3618,4106,3,0,3,2,2,1420,514,2024,0,98010,47.54443370851707,-122.47234510578807
5412,2022-07-14,554476.83,2,3,1950,4028,1,1,2,4,10,1378,96,1937,2024,98005,47.09022108906531,-121.63764281862636
5413,1997-07-12,616758.33,3,4,3070,4157,1,1,2,1,5,3072,1255,1929,0,98008,47.2983341815224,-122.06144560019516
5414,2024-12-18,627716.27,7,4,3708,9821,3,1,2,3,1,1154,787,2024,2024,98010,47.17103955192772,-122.43010297311453
5415,2020-05-21,561920.55,8,6,1854,8333,1,1,1,5,8,4263,791,1990,2020,98006,47.43470800540555,-121.83103602783008
5416,2021-05-27,692780.79,3,3,2544,2225,1,1,0,2,12,2947,1610,2015,0,98006,47.69798729137554,-121.99227766555441
5417,1981-10-04,456633.54,6,3,1617,2867,1,1,1,3,3,3869,569,1901,0,98009,47.43355047223596,-121.95128747985703
5418,2013-10-11,492339.63,2,5,2675,4412,2,1,0,5,1,2547,849,1944,1995,98001,47.26362215774751,-121.99955200804145
5419,1968-03-24,349833.38,2,5,3869,2974,3,1,3,1,2,4284,863,1967,0,98001,47.680686546941615,-121.79513501188703
5420,2004-07-19,488769.58,7,4,1518,6403,2,1,2,3,4,1545,1615,1940,1987,98006,47.08901710604631,-121.66521239952077
5421,2016-10-30,654290.46,3,2,1766,9704,2,0,0,1,6,2261,219,1974,2010,98007,47.45173133630664,-121.76767367610456
5422,1955-04-25,694909.48,7,2,4270,1429,3,0,3,4,11,1708,276,1943,0,98009,47.35084807657195,-121.9982882214143
5423,1962-10-16,462178.51,3,3,2002,7706,1,0,1,1,10,4408,1897,1944,1986,98009,47.73293443589579,-122.20788242341781
5424,2022-07-09,453008.42,2,4,3752,8500,3,1,2,2,1,3891,639,2006,2020,98001,47.261160141300664,-122.4601378656973
5425,1996-03-05,540811.91,3,6,2371,7737,2,1,2,3,3,1593,436,1925,0,98009,47.31964904003882,-121.745859037267
5426,2016-12-16,588597.93,8,6,1071,3771,2,0,0,2,13,4021,1704,2014,0,98004,47.62469615354362,-122.56667099946951
5427,1976-05-03,564897.88,5,4,2387,6901,1,1,4,5,6,4132,252,1972,0,98010,47.51842306047699,-122.38040253332487
5428,2007-06-08,561592.17,6,1,825,5387,3,0,0,4,12,2743,1135,1906,0,98003,47.5202205975056,-121.68705959303428
5429,1936-11-07,545991.16,4,5,4698,4512,3,0,4,1,6,644,1252,1932,0,98002,47.558480373912225,-122.51485384948808
5430,2006-04-22,484975.24,7,3,4632,7662,2,1,0,1,9,1600,773,2002,0,98007,47.42229831931548,-121.74742171574523
5431,2022-11-04,310083.8,4,1,3487,4890,3,0,0,1,10,2245,1826,1969,1971,98001,47.22175200351192,-122.06070916291534
5432,2015-08-26,655155.12,8,1,3944,4801,2,0,1,2,13,1817,661,2015,2018,98007,47.02272697634806,-121.91031676335807
5433,1988-10-24,467024.49,5,5,1282,8914,1,1,1,2,2,994,813,1927,0,98005,47.6688068230747,-121.82032696810093
5434,1989-07-09,466254.25,2,4,4663,4134,1,0,4,4,5,1743,1653,1956,0,98003,47.16994861592371,-121.82333030003636
5435,1987-09-21,497136.75,8,5,4073,7782,3,1,1,1,7,3457,122,1982,0,98009,47.73819115549028,-122.4961245704988
5436,2016-08-11,538972.91,4,4,3300,2803,2,1,2,3,11,3449,591,2004,0,98001,47.61689182542544,-121.69936351031846
5437,1968-05-09,578918.42,2,1,3098,1085,3,1,1,5,1,2704,710,1943,1985,98009,47.417256004172714,-122.11208389233516
5438,2010-11-23,536398.29,3,5,4874,3638,1,0,0,2,8,2483,1494,2006,0,98006,47.345505213359466,-121.64152378001039
5439,1986-06-12,553742.25,3,1,4218,1894,1,0,4,5,8,3727,1140,1922,0,98003,47.454175177126004,-122.30982864462248
5440,2023-12-12,509280.81,1,5,2224,9948,1,1,2,1,8,2114,928,1993,0,98008,47.36107340167091,-121.96108180642874
5441,1934-03-31,689275.46,3,3,3070,3515,2,0,1,4,12,3635,1683,1912,0,98004,47.20027168031438,-121.64006273022572
5442,1982-09-12,618994.34,2,4,4518,7805,1,0,4,5,9,1776,1088,1963,0,98003,47.053472776082934,-122.18819184707682
5443,1979-11-11,521431.53,6,6,3494,6537,3,1,4,4,9,767,1756,1903,0,98004,47.68453855328075,-122.3326651915505
5444,1971-11-23,483616.63,7,6,4774,1758,3,0,4,1,5,1145,920,1960,0,98007,47.47052619244741,-121.96664117293535
5445,1990-05-24,457595.07,4,4,3239,4511,1,0,1,3,9,2285,409,1963,0,98006,47.12933378358275,-121.93868756128882
5446,2006-11-25,515495.55,4,1,3523,4462,2,0,1,4,5,1584,1942,1985,2004,98010,47.73281008303182,-122.05951532276461
5447,2015-08-20,628095.89,2,3,4821,8246,1,1,2,1,7,2728,1309,1915,0,98003,47.10539336104565,-122.23423173755171
5448,2018-06-20,536464.54,6,4,4313,8554,1,1,1,4,9,500,709,2016,0,98003,47.23498819046497,-121.94948471049752
5449,1982-07-13,414903.15,5,6,1215,4404,3,0,4,3,5,3358,1466,1931,0,98008,47.25566345311178,-121.73426159465019
5450,2007-11-09,396597.17,1,3,1873,1375,3,0,0,2,12,4176,663,1982,2017,98003,47.21661928857996,-122.42917595125884
5451,2019-04-15,502867.36,5,6,3294,2453,1,0,4,5,11,3926,584,1912,0,98006,47.563777985331235,-121.96383523015119
5452,2009-12-08,550214.94,8,1,1012,8638,1,1,0,1,7,1451,158,1985,0,98008,47.70564938831749,-122.28167246741816
5453,1997-06-08,663693.81,5,5,3658,6516,1,1,2,5,10,1673,1800,1908,0,98004,47.51061697519792,-122.08782631431822
5454,1965-01-01,487186.83,1,2,2019,4693,2,0,4,4,7,940,1680,1924,2015,98009,47.37827539495933,-121.84959361464784
